Time, Climb Gradient
  20.847506,    0.000000
  21.678929,    0.000000
  22.510351,    0.000000
  23.341773,    0.000000
  24.173196,    0.000000
  25.004618,    0.000000
  25.836040,    0.000000
  26.667463,    0.000000
  27.498885,    0.000000
  28.330307,    0.000000
  29.161730,    0.000000
  29.993152,    0.000000
  30.824574,    0.000000
  31.655997,    0.000000
  32.487419,    0.000000
  33.318841,    0.000000
  34.150264,    0.000000
  34.981686,    0.000000
  35.813108,    0.000000
  36.644531,    0.000000
  37.475953,    0.000000
  38.307375,    0.000000
  39.138798,    0.000000
  39.138798,   -5.069781
  40.298666,   -5.266034
  41.461312,   -5.402374
  42.622520,   -5.560442
  43.778533,   -5.739773
  44.927113,   -5.934560
  46.063949,   -6.157490
  47.184952,   -6.410757
  48.302137,   -6.601821
  49.411806,   -6.819276
  49.411806,    9.326176
  49.990878,    9.105747
  50.575571,    8.892901
  51.165723,    8.687767
  51.764106,    8.406683
  52.381498,    7.931862
  53.027216,    7.465177
  53.704269,    7.006942
  54.414975,    6.578279
  55.161144,    6.171129
  55.161144,    0.000000
  57.014269,    0.000000
  58.868203,    0.000000
  60.722949,    0.000000
  62.578505,    0.000000
  64.434873,    0.000000
  66.292054,    0.000000
  68.150049,    0.000000
  70.008858,    0.000000
  71.868482,    0.000000
  71.868482,   -5.777849
  72.514813,   -5.723493
  73.150956,   -5.901321
  73.789636,   -5.964234
  74.430995,   -6.025996
  75.075175,   -6.086574
  75.721967,   -6.149283
  76.371231,   -6.213484
  77.022507,   -6.282323
  77.674878,   -6.360343
  77.674878,    0.000000
  82.674878,    0.000000
  87.674878,    0.000000
  92.674878,    0.000000
  97.674878,    0.000000
 102.674878,    0.000000
 107.674878,    0.000000
 112.674878,    0.000000
 117.674878,    0.000000
 122.674878,    0.000000
 122.674878,   -5.235988
 122.676545,   -5.250021
 122.678211,   -5.264006
 122.679878,   -5.277991
 122.681545,   -5.291361
 122.683211,   -5.304616
 122.684878,   -5.317870
 122.686545,   -5.331125
 122.688211,   -5.344380
 122.689878,   -5.357635
 122.691545,   -5.370890
 122.693211,   -5.384144
 122.694878,   -5.397399
 122.696545,   -5.410654
 122.698211,   -5.424624
 122.699878,   -5.438729
 122.701545,   -5.452833
 122.703211,   -5.466937
 122.704878,   -5.481041
 122.706545,   -5.495145
 122.708211,   -5.509250
 122.709878,   -5.523354
 122.711545,   -5.537458
 122.713211,   -5.551562
 122.714878,   -5.565040
 122.716545,   -5.578401
 122.718211,   -5.591762
 122.719878,   -5.605123
 122.721545,   -5.618484
 122.723211,   -5.631845
 122.724878,   -5.645206
 122.726545,   -5.658566
 122.728211,   -5.671927
 122.729878,   -5.685288
 122.731545,   -5.698427
 122.733211,   -5.711524
 122.734878,   -5.724621
 122.736545,   -5.737719
 122.738211,   -5.750816
 122.739878,   -5.763913
 122.741545,   -5.777010
 122.743211,   -5.790108
 122.744878,   -5.803205
 122.746545,   -5.816302
 122.748211,   -5.829607
 122.749878,   -5.842951
 122.751545,   -5.856295
 122.753211,   -5.869639
 122.754878,   -5.882984
 122.756545,   -5.896328
 122.758211,   -5.909672
 122.759878,   -5.923016
 122.761545,   -5.936360
 122.763211,   -5.949704
 122.764878,   -5.962934
 122.766545,   -5.976144
 122.768211,   -5.989353
 122.769878,   -6.002562
 122.771545,   -6.015772
 122.773211,   -6.028981
 122.774878,   -6.042190
 122.776545,   -6.055400
 122.778211,   -6.068609
 122.779878,   -6.081818
 122.781545,   -6.094041
 122.783211,   -6.106080
 122.784878,   -6.118119
 122.786545,   -6.130158
 122.788211,   -6.142197
 122.789878,   -6.154235
 122.791545,   -6.166274
 122.793211,   -6.178313
 122.794878,   -6.190352
 122.796545,   -6.202391
 122.798211,   -6.213948
 122.799878,   -6.225414
 122.801545,   -6.236881
 122.803211,   -6.248348
 122.804878,   -6.259815
 122.806545,   -6.271282
 122.808211,   -6.282749
 122.809878,   -6.294216
 122.811545,   -6.305683
 122.813211,   -6.317150
 122.814878,   -6.328217
 122.816545,   -6.339210
 122.818211,   -6.350203
 122.819878,   -6.361196
 122.821545,   -6.372189
 122.823211,   -6.383182
 122.824878,   -6.394175
 122.826545,   -6.405168
 122.828211,   -6.416161
 122.829878,   -6.427154
 122.831545,   -6.439578
 122.833211,   -6.452268
 122.834878,   -6.464959
 122.836545,   -6.477649
 122.838211,   -6.490340
 122.839878,   -6.503030
 122.841545,   -6.515721
 122.843211,   -6.528411
 122.844878,   -6.541102
 122.846545,   -6.553792
 122.848211,   -6.566757
 122.849878,   -6.579772
 122.851545,   -6.592787
 122.853211,   -6.605802
 122.854878,   -6.618817
 122.856545,   -6.631832
 122.858211,   -6.644848
 122.859878,   -6.657863
 122.861545,   -6.670878
 122.863211,   -6.683893
 122.864878,   -6.694840
 122.866545,   -6.705401
 122.868211,   -6.715962
 122.869878,   -6.726523
 122.871545,   -6.737084
 122.873211,   -6.747645
 122.874878,   -6.758206
 122.876545,   -6.768767
 122.878211,   -6.779328
 122.879878,   -6.789889
 122.881545,   -6.800196
 122.883211,   -6.810455
 122.884878,   -6.820714
 122.886545,   -6.830974
 122.888211,   -6.841233
 122.889878,   -6.851492
 122.891545,   -6.861751
 122.893211,   -6.872010
 122.894878,   -6.882270
 122.896545,   -6.892529
 122.898211,   -6.902773
 122.899878,   -6.913015
 122.901545,   -6.923256
 122.903211,   -6.933497
 122.904878,   -6.943739
 122.906545,   -6.953980
 122.908211,   -6.964222
 122.909878,   -6.974463
 122.911545,   -6.984705
 122.913211,   -6.994946
 122.914878,   -7.004835
 122.916545,   -7.014657
 122.918211,   -7.024480
 122.919878,   -7.034302
 122.921545,   -7.044125
 122.923211,   -7.053947
 122.924878,   -7.063770
 122.926545,   -7.073592
 122.928211,   -7.083415
 122.929878,   -7.093237
 122.931545,   -7.104317
 122.933211,   -7.115632
 122.934878,   -7.126947
 122.936545,   -7.138262
 122.938211,   -7.149577
 122.939878,   -7.160892
 122.941545,   -7.172207
 122.943211,   -7.183521
 122.944878,   -7.194836
 122.946545,   -7.206151
 122.948211,   -7.217018
 122.949878,   -7.227801
 122.951545,   -7.238584
 122.953211,   -7.249368
 122.954878,   -7.260151
 122.956545,   -7.270934
 122.958211,   -7.281717
 122.959878,   -7.292500
 122.961545,   -7.303284
 122.963211,   -7.314067
 122.964878,   -7.324700
 122.966545,   -7.335305
 122.968211,   -7.345909
 122.969878,   -7.356514
 122.971545,   -7.367119
 122.973211,   -7.377724
 122.974878,   -7.388329
 122.976545,   -7.398933
 122.978211,   -7.409538
 122.979878,   -7.420143
 122.981545,   -7.430234
 122.983211,   -7.440228
 122.984878,   -7.450223
 122.986545,   -7.460218
 122.988211,   -7.470212
 122.989878,   -7.480207
 122.991545,   -7.490202
 122.993211,   -7.500196
 122.994878,   -7.510191
 122.996545,   -7.520186
 122.998211,   -7.528961
 122.999878,   -7.537510
 123.001545,   -7.546058
 123.003211,   -7.554606
 123.004878,   -7.563155
 123.006545,   -7.571703
 123.008211,   -7.580251
 123.009878,   -7.588799
 123.011545,   -7.597348
 123.013211,   -7.605896
 123.014878,   -7.614213
 123.016545,   -7.622488
 123.018211,   -7.630762
 123.019878,   -7.639037
 123.021545,   -7.647311
 123.023211,   -7.655586
 123.024878,   -7.663860
 123.026545,   -7.672135
 123.028211,   -7.680409
 123.029878,   -7.688683
 123.031545,   -7.696614
 123.033211,   -7.704481
 123.034878,   -7.712348
 123.036545,   -7.720215
 123.038211,   -7.728082
 123.039878,   -7.735949
 123.041545,   -7.743816
 123.043211,   -7.751683
 123.044878,   -7.759549
 123.046545,   -7.767416
 123.048211,   -7.776443
 123.049878,   -7.785686
 123.051545,   -7.794929
 123.053211,   -7.804172
 123.054878,   -7.813415
 123.056545,   -7.822658
 123.058211,   -7.831902
 123.059878,   -7.841145
 123.061545,   -7.850388
 123.063211,   -7.859631
 123.064878,   -7.868138
 123.066545,   -7.876507
 123.068211,   -7.884876
 123.069878,   -7.893246
 123.071545,   -7.901615
 123.073211,   -7.909984
 123.074878,   -7.918353
 123.076545,   -7.926723
 123.078211,   -7.935092
 123.079878,   -7.943461
 123.081545,   -7.950596
 123.083211,   -7.957500
 123.084878,   -7.964403
 123.086545,   -7.971307
 123.088211,   -7.978211
 123.089878,   -7.985115
 123.091545,   -7.992019
 123.093211,   -7.998923
 123.094878,   -8.005827
 123.096545,   -8.012731
 123.098211,   -8.018653
 123.099878,   -8.024391
 123.101545,   -8.030130
 123.103211,   -8.035868
 123.104878,   -8.041607
 123.106545,   -8.047345
 123.108211,   -8.053084
 123.109878,   -8.058822
 123.111545,   -8.064561
 123.113211,   -8.070299
 123.114878,   -8.075820
 123.116545,   -8.081301
 123.118211,   -8.086782
 123.119878,   -8.092263
 123.121545,   -8.097744
 123.123211,   -8.103224
 123.124878,   -8.108705
 123.126545,   -8.114186
 123.128211,   -8.119667
 123.129878,   -8.125147
 123.131545,   -8.130420
 123.133211,   -8.135653
 123.134878,   -8.140886
 123.136545,   -8.146119
 123.138211,   -8.151352
 123.139878,   -8.156586
 123.141545,   -8.161819
 123.143211,   -8.167052
 123.144878,   -8.172285
 123.146545,   -8.177518
 123.148211,   -8.184252
 123.149878,   -8.191265
 123.151545,   -8.198278
 123.153211,   -8.205291
 123.154878,   -8.212304
 123.156545,   -8.219318
 123.158211,   -8.226331
 123.159878,   -8.233344
 123.161545,   -8.240357
 123.163211,   -8.247370
 123.164878,   -8.254102
 123.166545,   -8.260781
 123.168211,   -8.267460
 123.169878,   -8.274139
 123.171545,   -8.280818
 123.173211,   -8.287496
 123.174878,   -8.294175
 123.176545,   -8.300854
 123.178211,   -8.307533
 123.179878,   -8.314212
 123.181545,   -8.320601
 123.183211,   -8.326935
 123.184878,   -8.333270
 123.186545,   -8.339604
 123.188211,   -8.345939
 123.189878,   -8.352273
 123.191545,   -8.358608
 123.193211,   -8.364942
 123.194878,   -8.371277
 123.196545,   -8.377611
 123.198211,   -8.383673
 123.199878,   -8.389685
 123.201545,   -8.395696
 123.203211,   -8.401708
 123.204878,   -8.407719
 123.206545,   -8.413730
 123.208211,   -8.419742
 123.209878,   -8.425753
 123.211545,   -8.431764
 123.213211,   -8.437776
 123.214878,   -8.443562
 123.216545,   -8.449307
 123.218211,   -8.455051
 123.219878,   -8.460796
 123.221545,   -8.466540
 123.223211,   -8.472285
 123.224878,   -8.478029
 123.226545,   -8.483774
 123.228211,   -8.489518
 123.229878,   -8.495263
 123.231545,   -8.500846
 123.233211,   -8.506399
 123.234878,   -8.511952
 123.236545,   -8.517505
 123.238211,   -8.523058
 123.239878,   -8.528611
 123.241545,   -8.534164
 123.243211,   -8.539716
 123.244878,   -8.545269
 123.246545,   -8.550822
 123.248211,   -8.555599
 123.249878,   -8.560230
 123.251545,   -8.564861
 123.253211,   -8.569492
 123.254878,   -8.574123
 123.256545,   -8.578755
 123.258211,   -8.583386
 123.259878,   -8.588017
 123.261545,   -8.592648
 123.263211,   -8.597279
 123.264878,   -8.598923
 123.266545,   -8.600009
 123.268211,   -8.601094
 123.269878,   -8.602180
 123.271545,   -8.603266
 123.273211,   -8.604351
 123.274878,   -8.605437
 123.276545,   -8.606523
 123.278211,   -8.607608
 123.279878,   -8.608694
 123.281545,   -8.612702
 123.283211,   -8.617254
 123.284878,   -8.621807
 123.286545,   -8.626360
 123.288211,   -8.630913
 123.289878,   -8.635465
 123.291545,   -8.640018
 123.293211,   -8.644571
 123.294878,   -8.649124
 123.296545,   -8.653675
 123.298211,   -8.658226
 123.299878,   -8.662776
 123.301545,   -8.667326
 123.303211,   -8.671877
 123.304878,   -8.676427
 123.306545,   -8.680978
 123.308211,   -8.685528
 123.309878,   -8.690078
 123.311545,   -8.694629
 123.313211,   -8.698680
 123.314878,   -8.702083
 123.316545,   -8.705487
 123.318211,   -8.708891
 123.319878,   -8.712294
 123.321545,   -8.715698
 123.323211,   -8.719101
 123.324878,   -8.722505
 123.326545,   -8.725908
 123.328211,   -8.729312
 123.329878,   -8.732020
 123.331545,   -8.733825
 123.333211,   -8.735631
 123.334878,   -8.737436
 123.336545,   -8.739242
 123.338211,   -8.741048
 123.339878,   -8.742853
 123.341545,   -8.744659
 123.343211,   -8.746464
 123.344878,   -8.748270
 123.346545,   -8.750802
 123.348211,   -8.754275
 123.349878,   -8.757749
 123.351545,   -8.761223
 123.353211,   -8.764696
 123.354878,   -8.768170
 123.356545,   -8.771643
 123.358211,   -8.775117
 123.359878,   -8.778590
 123.361545,   -8.782064
 123.363211,   -8.784104
 123.364878,   -8.784286
 123.366545,   -8.784468
 123.368211,   -8.784651
 123.369878,   -8.784833
 123.371545,   -8.785015
 123.373211,   -8.785197
 123.374878,   -8.785379
 123.376545,   -8.785561
 123.378211,   -8.785744
 123.379878,   -8.786105
 123.381545,   -8.786700
 123.383211,   -8.787294
 123.384878,   -8.787888
 123.386545,   -8.788482
 123.388211,   -8.789077
 123.389878,   -8.789671
 123.391545,   -8.790265
 123.393211,   -8.790859
 123.394878,   -8.791454
 123.396545,   -8.792744
 123.398211,   -8.794937
 123.399878,   -8.797130
 123.401545,   -8.799323
 123.403211,   -8.801516
 123.404878,   -8.803709
 123.406545,   -8.805902
 123.408211,   -8.808095
 123.409878,   -8.810288
 123.411545,   -8.812481
 123.413211,   -8.814765
 123.414878,   -8.817165
 123.416545,   -8.819566
 123.418211,   -8.821966
 123.419878,   -8.824367
 123.421545,   -8.826768
 123.423211,   -8.829168
 123.424878,   -8.831569
 123.426545,   -8.833970
 123.428211,   -8.836370
 123.429878,   -8.838034
 123.431545,   -8.838742
 123.433211,   -8.839450
 123.434878,   -8.840158
 123.436545,   -8.840867
 123.438211,   -8.841575
 123.439878,   -8.842283
 123.441545,   -8.842991
 123.443211,   -8.843700
 123.444878,   -8.844408
 123.446545,   -8.845113
 123.448211,   -8.845814
 123.449878,   -8.846515
 123.451545,   -8.847216
 123.453211,   -8.847917
 123.454878,   -8.848618
 123.456545,   -8.849319
 123.458211,   -8.850020
 123.459878,   -8.850721
 123.461545,   -8.851422
 123.463211,   -8.852414
 123.464878,   -8.853782
 123.466545,   -8.855151
 123.468211,   -8.856519
 123.469878,   -8.857888
 123.471545,   -8.859257
 123.473211,   -8.860625
 123.474878,   -8.861994
 123.476545,   -8.863363
 123.478211,   -8.864731
 123.479878,   -8.865906
 123.481545,   -8.866828
 123.483211,   -8.867750
 123.484878,   -8.868672
 123.486545,   -8.869594
 123.488211,   -8.870516
 123.489878,   -8.871438
 123.491545,   -8.872360
 123.493211,   -8.873282
 123.494878,   -8.874204
 123.496545,   -8.875067
 123.498211,   -8.875855
 123.499878,   -8.876644
 123.501545,   -8.877432
 123.503211,   -8.878220
 123.504878,   -8.879008
 123.506545,   -8.879796
 123.508211,   -8.880584
 123.509878,   -8.881373
 123.511545,   -8.882161
 123.513211,   -8.882418
 123.514878,   -8.881987
 123.516545,   -8.881556
 123.518211,   -8.881124
 123.519878,   -8.880693
 123.521545,   -8.880262
 123.523211,   -8.879831
 123.524878,   -8.879400
 123.526545,   -8.878969
 123.528211,   -8.878538
 123.529878,   -8.877641
 123.531545,   -8.876141
 123.533211,   -8.874641
 123.534878,   -8.873141
 123.536545,   -8.871641
 123.538211,   -8.870141
 123.539878,   -8.868640
 123.541545,   -8.867140
 123.543211,   -8.865640
 123.544878,   -8.864140
 123.546545,   -8.863460
 123.548211,   -8.863841
 123.549878,   -8.864223
 123.551545,   -8.864605
 123.553211,   -8.864986
 123.554878,   -8.865368
 123.556545,   -8.865750
 123.558211,   -8.866131
 123.559878,   -8.866513
 123.561545,   -8.866895
 123.563211,   -8.866715
 123.564878,   -8.865806
 123.566545,   -8.864898
 123.568211,   -8.863990
 123.569878,   -8.863081
 123.571545,   -8.862173
 123.573211,   -8.861264
 123.574878,   -8.860356
 123.576545,   -8.859448
 123.578211,   -8.858539
 123.579878,   -8.857154
 123.581545,   -8.855149
 123.583211,   -8.853145
 123.584878,   -8.851140
 123.586545,   -8.849136
 123.588211,   -8.847131
 123.589878,   -8.845127
 123.591545,   -8.843123
 123.593211,   -8.841118
 123.594878,   -8.839114
 123.596545,   -8.837047
 123.598211,   -8.834899
 123.599878,   -8.832751
 123.601545,   -8.830603
 123.603211,   -8.828455
 123.604878,   -8.826308
 123.606545,   -8.824160
 123.608211,   -8.822012
 123.609878,   -8.819864
 123.611545,   -8.817716
 123.613211,   -8.816950
 123.614878,   -8.817974
 123.616545,   -8.818998
 123.618211,   -8.820022
 123.619878,   -8.821046
 123.621545,   -8.822070
 123.623211,   -8.823095
 123.624878,   -8.824119
 123.626545,   -8.825143
 123.628211,   -8.826167
 123.629878,   -8.825919
 123.631545,   -8.824020
 123.633211,   -8.822122
 123.634878,   -8.820224
 123.636545,   -8.818326
 123.638211,   -8.816428
 123.639878,   -8.814529
 123.641545,   -8.812631
 123.643211,   -8.810733
 123.644878,   -8.808835
 123.646545,   -8.807669
 123.648211,   -8.806651
 123.649878,   -8.805634
 123.651545,   -8.804617
 123.653211,   -8.803600
 123.654878,   -8.802583
 123.656545,   -8.801565
 123.658211,   -8.800548
 123.659878,   -8.799531
 123.661545,   -8.798514
 123.663211,   -8.795495
 123.664878,   -8.792069
 123.666545,   -8.788643
 123.668211,   -8.785217
 123.669878,   -8.781791
 123.671545,   -8.778366
 123.673211,   -8.774940
 123.674878,   -8.771514
 123.676545,   -8.768088
 123.678211,   -8.764662
 123.679878,   -8.763897
 123.681545,   -8.763674
 123.683211,   -8.763450
 123.684878,   -8.763227
 123.686545,   -8.763003
 123.688211,   -8.762780
 123.689878,   -8.762556
 123.691545,   -8.762333
 123.693211,   -8.762110
 123.694878,   -8.761886
 123.696545,   -8.762138
 123.698211,   -8.762487
 123.699878,   -8.762836
 123.701545,   -8.763185
 123.703211,   -8.763533
 123.704878,   -8.763882
 123.706545,   -8.764231
 123.708211,   -8.764580
 123.709878,   -8.764929
 123.711545,   -8.765277
 123.713211,   -8.765531
 123.714878,   -8.765764
 123.716545,   -8.765998
 123.718211,   -8.766232
 123.719878,   -8.766466
 123.721545,   -8.766699
 123.723211,   -8.766933
 123.724878,   -8.767167
 123.726545,   -8.767401
 123.728211,   -8.765812
 123.729878,   -8.761882
 123.731545,   -8.757952
 123.733211,   -8.754022
 123.734878,   -8.750093
 123.736545,   -8.746163
 123.738211,   -8.742233
 123.739878,   -8.738303
 123.741545,   -8.734373
 123.743211,   -8.731453
 123.744878,   -8.729813
 123.746545,   -8.728173
 123.748211,   -8.726533
 123.749878,   -8.724893
 123.751545,   -8.723253
 123.753211,   -8.721613
 123.754878,   -8.719973
 123.756545,   -8.718334
 123.758211,   -8.716694
 123.759878,   -8.713605
 123.761545,   -8.710176
 123.763211,   -8.706747
 123.764878,   -8.703318
 123.766545,   -8.699889
 123.768211,   -8.696460
 123.769878,   -8.693031
 123.771545,   -8.689601
 123.773211,   -8.686172
 123.774878,   -8.682743
 123.776545,   -8.680418
 123.778211,   -8.678352
 123.779878,   -8.676285
 123.781545,   -8.674219
 123.783211,   -8.672153
 123.784878,   -8.670087
 123.786545,   -8.668021
 123.788211,   -8.665955
 123.789878,   -8.663889
 123.791545,   -8.661823
 123.793211,   -8.657827
 123.794878,   -8.653376
 123.796545,   -8.648926
 123.798211,   -8.644476
 123.799878,   -8.640025
 123.801545,   -8.635575
 123.803211,   -8.631125
 123.804878,   -8.626674
 123.806545,   -8.622224
 123.808211,   -8.617774
 123.809878,   -8.613707
 123.811545,   -8.609731
 123.813211,   -8.605755
 123.814878,   -8.601779
 123.816545,   -8.597802
 123.818211,   -8.593826
 123.819878,   -8.589850
 123.821545,   -8.585874
 123.823211,   -8.581898
 123.824878,   -8.577921
 123.826545,   -8.573766
 123.828211,   -8.569569
 123.829878,   -8.565372
 123.831545,   -8.561174
 123.833211,   -8.556977
 123.834878,   -8.552780
 123.836545,   -8.548582
 123.838211,   -8.544385
 123.839878,   -8.540187
 123.841545,   -8.535990
 123.843211,   -8.533137
 123.844878,   -8.530599
 123.846545,   -8.528062
 123.848211,   -8.525524
 123.849878,   -8.522987
 123.851545,   -8.520449
 123.853211,   -8.517912
 123.854878,   -8.515374
 123.856545,   -8.512837
 123.858211,   -8.510299
 123.859878,   -8.509287
 123.861545,   -8.508634
 123.863211,   -8.507981
 123.864878,   -8.507327
 123.866545,   -8.506674
 123.868211,   -8.506021
 123.869878,   -8.505367
 123.871545,   -8.504714
 123.873211,   -8.504060
 123.874878,   -8.503407
 123.876545,   -8.500625
 123.878211,   -8.497342
 123.879878,   -8.494060
 123.881545,   -8.490777
 123.883211,   -8.487495
 123.884878,   -8.484212
 123.886545,   -8.480929
 123.888211,   -8.477647
 123.889878,   -8.474364
 123.891545,   -8.470700
 123.893211,   -8.466265
 123.894878,   -8.461830
 123.896545,   -8.457396
