Time, Climb Angle
  20.847506,    0.000000
  21.678929,    0.000000
  22.510351,    0.000000
  23.341773,    0.000000
  24.173196,    0.000000
  25.004618,    0.000000
  25.836040,    0.000000
  26.667463,    0.000000
  27.498885,    0.000000
  28.330307,    0.000000
  29.161730,    0.000000
  29.993152,    0.000000
  30.824574,    0.000000
  31.655997,    0.000000
  32.487419,    0.000000
  33.318841,    0.000000
  34.150264,    0.000000
  34.981686,    0.000000
  35.813108,    0.000000
  36.644531,    0.000000
  37.475953,    0.000000
  38.307375,    0.000000
  39.138798,    0.000000
  39.138798,   -2.904770
  40.298666,   -3.017215
  41.461312,   -3.095332
  42.622520,   -3.185898
  43.778533,   -3.288648
  44.927113,   -3.400252
  46.063949,   -3.527982
  47.184952,   -3.673093
  48.302137,   -3.782565
  49.411806,   -3.907157
  49.411806,    5.343505
  49.990878,    5.217209
  50.575571,    5.095257
  51.165723,    4.977724
  51.764106,    4.816674
  52.381498,    4.544622
  53.027216,    4.277231
  53.704269,    4.014682
  54.414975,    3.769076
  55.161144,    3.535797
  55.161144,    0.000000
  57.014269,    0.000000
  58.868203,    0.000000
  60.722949,    0.000000
  62.578505,    0.000000
  64.434873,    0.000000
  66.292054,    0.000000
  68.150049,    0.000000
  70.008858,    0.000000
  71.868482,    0.000000
  71.868482,   -3.310464
  72.514813,   -3.279320
  73.150956,   -3.381208
  73.789636,   -3.417254
  74.430995,   -3.452641
  75.075175,   -3.487350
  75.721967,   -3.523280
  76.371231,   -3.560064
  77.022507,   -3.599506
  77.674878,   -3.644208
  77.674878,    0.000000
  82.674878,    0.000000
  87.674878,    0.000000
  92.674878,    0.000000
  97.674878,    0.000000
 102.674878,    0.000000
 107.674878,    0.000000
 112.674878,    0.000000
 117.674878,    0.000000
 122.674878,    0.000000
 122.674878,   -3.000000
 122.676545,   -3.008041
 122.678211,   -3.016053
 122.679878,   -3.024066
 122.681545,   -3.031727
 122.683211,   -3.039321
 122.684878,   -3.046915
 122.686545,   -3.054510
 122.688211,   -3.062104
 122.689878,   -3.069699
 122.691545,   -3.077293
 122.693211,   -3.084887
 122.694878,   -3.092482
 122.696545,   -3.100076
 122.698211,   -3.108081
 122.699878,   -3.116162
 122.701545,   -3.124243
 122.703211,   -3.132324
 122.704878,   -3.140405
 122.706545,   -3.148486
 122.708211,   -3.156568
 122.709878,   -3.164649
 122.711545,   -3.172730
 122.713211,   -3.180811
 122.714878,   -3.188533
 122.716545,   -3.196188
 122.718211,   -3.203844
 122.719878,   -3.211499
 122.721545,   -3.219154
 122.723211,   -3.226809
 122.724878,   -3.234465
 122.726545,   -3.242120
 122.728211,   -3.249775
 122.729878,   -3.257430
 122.731545,   -3.264958
 122.733211,   -3.272462
 122.734878,   -3.279966
 122.736545,   -3.287471
 122.738211,   -3.294975
 122.739878,   -3.302479
 122.741545,   -3.309983
 122.743211,   -3.317487
 122.744878,   -3.324991
 122.746545,   -3.332496
 122.748211,   -3.340119
 122.749878,   -3.347764
 122.751545,   -3.355410
 122.753211,   -3.363056
 122.754878,   -3.370701
 122.756545,   -3.378347
 122.758211,   -3.385992
 122.759878,   -3.393638
 122.761545,   -3.401284
 122.763211,   -3.408929
 122.764878,   -3.416510
 122.766545,   -3.424078
 122.768211,   -3.431647
 122.769878,   -3.439215
 122.771545,   -3.446783
 122.773211,   -3.454352
 122.774878,   -3.461920
 122.776545,   -3.469488
 122.778211,   -3.477057
 122.779878,   -3.484625
 122.781545,   -3.491628
 122.783211,   -3.498526
 122.784878,   -3.505424
 122.786545,   -3.512322
 122.788211,   -3.519219
 122.789878,   -3.526117
 122.791545,   -3.533015
 122.793211,   -3.539913
 122.794878,   -3.546810
 122.796545,   -3.553708
 122.798211,   -3.560330
 122.799878,   -3.566900
 122.801545,   -3.573470
 122.803211,   -3.580040
 122.804878,   -3.586610
 122.806545,   -3.593180
 122.808211,   -3.599750
 122.809878,   -3.606320
 122.811545,   -3.612890
 122.813211,   -3.619460
 122.814878,   -3.625801
 122.816545,   -3.632100
 122.818211,   -3.638399
 122.819878,   -3.644697
 122.821545,   -3.650996
 122.823211,   -3.657294
 122.824878,   -3.663593
 122.826545,   -3.669891
 122.828211,   -3.676190
 122.829878,   -3.682488
 122.831545,   -3.689606
 122.833211,   -3.696878
 122.834878,   -3.704149
 122.836545,   -3.711420
 122.838211,   -3.718691
 122.839878,   -3.725962
 122.841545,   -3.733233
 122.843211,   -3.740504
 122.844878,   -3.747775
 122.846545,   -3.755046
 122.848211,   -3.762474
 122.849878,   -3.769931
 122.851545,   -3.777389
 122.853211,   -3.784846
 122.854878,   -3.792303
 122.856545,   -3.799760
 122.858211,   -3.807217
 122.859878,   -3.814674
 122.861545,   -3.822131
 122.863211,   -3.829589
 122.864878,   -3.835861
 122.866545,   -3.841912
 122.868211,   -3.847963
 122.869878,   -3.854014
 122.871545,   -3.860065
 122.873211,   -3.866116
 122.874878,   -3.872167
 122.876545,   -3.878218
 122.878211,   -3.884269
 122.879878,   -3.890320
 122.881545,   -3.896225
 122.883211,   -3.902103
 122.884878,   -3.907982
 122.886545,   -3.913860
 122.888211,   -3.919738
 122.889878,   -3.925616
 122.891545,   -3.931494
 122.893211,   -3.937372
 122.894878,   -3.943250
 122.896545,   -3.949128
 122.898211,   -3.954998
 122.899878,   -3.960866
 122.901545,   -3.966733
 122.903211,   -3.972601
 122.904878,   -3.978469
 122.906545,   -3.984337
 122.908211,   -3.990205
 122.909878,   -3.996073
 122.911545,   -4.001941
 122.913211,   -4.007809
 122.914878,   -4.013475
 122.916545,   -4.019102
 122.918211,   -4.024730
 122.919878,   -4.030358
 122.921545,   -4.035986
 122.923211,   -4.041614
 122.924878,   -4.047242
 122.926545,   -4.052870
 122.928211,   -4.058498
 122.929878,   -4.064126
 122.931545,   -4.070474
 122.933211,   -4.076957
 122.934878,   -4.083440
 122.936545,   -4.089923
 122.938211,   -4.096406
 122.939878,   -4.102889
 122.941545,   -4.109372
 122.943211,   -4.115855
 122.944878,   -4.122338
 122.946545,   -4.128821
 122.948211,   -4.135047
 122.949878,   -4.141225
 122.951545,   -4.147403
 122.953211,   -4.153582
 122.954878,   -4.159760
 122.956545,   -4.165938
 122.958211,   -4.172117
 122.959878,   -4.178295
 122.961545,   -4.184473
 122.963211,   -4.190652
 122.964878,   -4.196744
 122.966545,   -4.202820
 122.968211,   -4.208896
 122.969878,   -4.214972
 122.971545,   -4.221048
 122.973211,   -4.227124
 122.974878,   -4.233200
 122.976545,   -4.239277
 122.978211,   -4.245353
 122.979878,   -4.251429
 122.981545,   -4.257210
 122.983211,   -4.262937
 122.984878,   -4.268663
 122.986545,   -4.274390
 122.988211,   -4.280116
 122.989878,   -4.285843
 122.991545,   -4.291569
 122.993211,   -4.297296
 122.994878,   -4.303022
 122.996545,   -4.308749
 122.998211,   -4.313777
 122.999878,   -4.318675
 123.001545,   -4.323573
 123.003211,   -4.328471
 123.004878,   -4.333368
 123.006545,   -4.338266
 123.008211,   -4.343164
 123.009878,   -4.348062
 123.011545,   -4.352960
 123.013211,   -4.357857
 123.014878,   -4.362623
 123.016545,   -4.367364
 123.018211,   -4.372105
 123.019878,   -4.376846
 123.021545,   -4.381587
 123.023211,   -4.386327
 123.024878,   -4.391068
 123.026545,   -4.395809
 123.028211,   -4.400550
 123.029878,   -4.405291
 123.031545,   -4.409835
 123.033211,   -4.414343
 123.034878,   -4.418850
 123.036545,   -4.423357
 123.038211,   -4.427865
 123.039878,   -4.432372
 123.041545,   -4.436880
 123.043211,   -4.441387
 123.044878,   -4.445894
 123.046545,   -4.450402
 123.048211,   -4.455574
 123.049878,   -4.460869
 123.051545,   -4.466165
 123.053211,   -4.471461
 123.054878,   -4.476757
 123.056545,   -4.482053
 123.058211,   -4.487349
 123.059878,   -4.492645
 123.061545,   -4.497941
 123.063211,   -4.503237
 123.064878,   -4.508111
 123.066545,   -4.512906
 123.068211,   -4.517701
 123.069878,   -4.522497
 123.071545,   -4.527292
 123.073211,   -4.532087
 123.074878,   -4.536882
 123.076545,   -4.541678
 123.078211,   -4.546473
 123.079878,   -4.551268
 123.081545,   -4.555356
 123.083211,   -4.559311
 123.084878,   -4.563267
 123.086545,   -4.567223
 123.088211,   -4.571178
 123.089878,   -4.575134
 123.091545,   -4.579090
 123.093211,   -4.583045
 123.094878,   -4.587001
 123.096545,   -4.590957
 123.098211,   -4.594349
 123.099878,   -4.597637
 123.101545,   -4.600925
 123.103211,   -4.604213
 123.104878,   -4.607501
 123.106545,   -4.610789
 123.108211,   -4.614077
 123.109878,   -4.617365
 123.111545,   -4.620653
 123.113211,   -4.623941
 123.114878,   -4.627104
 123.116545,   -4.630244
 123.118211,   -4.633385
 123.119878,   -4.636525
 123.121545,   -4.639665
 123.123211,   -4.642806
 123.124878,   -4.645946
 123.126545,   -4.649086
 123.128211,   -4.652226
 123.129878,   -4.655367
 123.131545,   -4.658387
 123.133211,   -4.661386
 123.134878,   -4.664384
 123.136545,   -4.667382
 123.138211,   -4.670381
 123.139878,   -4.673379
 123.141545,   -4.676378
 123.143211,   -4.679376
 123.144878,   -4.682374
 123.146545,   -4.685373
 123.148211,   -4.689231
 123.149878,   -4.693249
 123.151545,   -4.697267
 123.153211,   -4.701286
 123.154878,   -4.705304
 123.156545,   -4.709322
 123.158211,   -4.713340
 123.159878,   -4.717359
 123.161545,   -4.721377
 123.163211,   -4.725395
 123.164878,   -4.729252
 123.166545,   -4.733079
 123.168211,   -4.736905
 123.169878,   -4.740732
 123.171545,   -4.744559
 123.173211,   -4.748386
 123.174878,   -4.752212
 123.176545,   -4.756039
 123.178211,   -4.759866
 123.179878,   -4.763693
 123.181545,   -4.767353
 123.183211,   -4.770982
 123.184878,   -4.774612
 123.186545,   -4.778241
 123.188211,   -4.781871
 123.189878,   -4.785500
 123.191545,   -4.789129
 123.193211,   -4.792759
 123.194878,   -4.796388
 123.196545,   -4.800018
 123.198211,   -4.803491
 123.199878,   -4.806935
 123.201545,   -4.810380
 123.203211,   -4.813824
 123.204878,   -4.817268
 123.206545,   -4.820712
 123.208211,   -4.824157
 123.209878,   -4.827601
 123.211545,   -4.831045
 123.213211,   -4.834489
 123.214878,   -4.837805
 123.216545,   -4.841096
 123.218211,   -4.844388
 123.219878,   -4.847679
 123.221545,   -4.850970
 123.223211,   -4.854262
 123.224878,   -4.857553
 123.226545,   -4.860844
 123.228211,   -4.864136
 123.229878,   -4.867427
 123.231545,   -4.870626
 123.233211,   -4.873807
 123.234878,   -4.876989
 123.236545,   -4.880171
 123.238211,   -4.883352
 123.239878,   -4.886534
 123.241545,   -4.889716
 123.243211,   -4.892897
 123.244878,   -4.896079
 123.246545,   -4.899260
 123.248211,   -4.901997
 123.249878,   -4.904650
 123.251545,   -4.907304
 123.253211,   -4.909957
 123.254878,   -4.912611
 123.256545,   -4.915264
 123.258211,   -4.917918
 123.259878,   -4.920571
 123.261545,   -4.923225
 123.263211,   -4.925878
 123.264878,   -4.926820
 123.266545,   -4.927442
 123.268211,   -4.928064
 123.269878,   -4.928686
 123.271545,   -4.929308
 123.273211,   -4.929930
 123.274878,   -4.930552
 123.276545,   -4.931174
 123.278211,   -4.931796
 123.279878,   -4.932418
 123.281545,   -4.934714
 123.283211,   -4.937323
 123.284878,   -4.939932
 123.286545,   -4.942540
 123.288211,   -4.945149
 123.289878,   -4.947757
 123.291545,   -4.950366
 123.293211,   -4.952974
 123.294878,   -4.955583
 123.296545,   -4.958191
 123.298211,   -4.960798
 123.299878,   -4.963405
 123.301545,   -4.966012
 123.303211,   -4.968619
 123.304878,   -4.971227
 123.306545,   -4.973834
 123.308211,   -4.976441
 123.309878,   -4.979048
 123.311545,   -4.981655
 123.313211,   -4.983976
 123.314878,   -4.985926
 123.316545,   -4.987877
 123.318211,   -4.989827
 123.319878,   -4.991777
 123.321545,   -4.993727
 123.323211,   -4.995677
 123.324878,   -4.997627
 123.326545,   -4.999577
 123.328211,   -5.001527
 123.329878,   -5.003079
 123.331545,   -5.004113
 123.333211,   -5.005148
 123.334878,   -5.006182
 123.336545,   -5.007217
 123.338211,   -5.008251
 123.339878,   -5.009286
 123.341545,   -5.010320
 123.343211,   -5.011355
 123.344878,   -5.012389
 123.346545,   -5.013840
 123.348211,   -5.015830
 123.349878,   -5.017821
 123.351545,   -5.019811
 123.353211,   -5.021801
 123.354878,   -5.023791
 123.356545,   -5.025781
 123.358211,   -5.027772
 123.359878,   -5.029762
 123.361545,   -5.031752
 123.363211,   -5.032921
 123.364878,   -5.033025
 123.366545,   -5.033130
 123.368211,   -5.033234
 123.369878,   -5.033338
 123.371545,   -5.033443
 123.373211,   -5.033547
 123.374878,   -5.033652
 123.376545,   -5.033756
 123.378211,   -5.033860
 123.379878,   -5.034068
 123.381545,   -5.034408
 123.383211,   -5.034749
 123.384878,   -5.035089
 123.386545,   -5.035429
 123.388211,   -5.035770
 123.389878,   -5.036110
 123.391545,   -5.036451
 123.393211,   -5.036791
 123.394878,   -5.037132
 123.396545,   -5.037871
 123.398211,   -5.039128
 123.399878,   -5.040384
 123.401545,   -5.041641
 123.403211,   -5.042897
 123.404878,   -5.044154
 123.406545,   -5.045410
 123.408211,   -5.046667
 123.409878,   -5.047923
 123.411545,   -5.049180
 123.413211,   -5.050488
 123.414878,   -5.051864
 123.416545,   -5.053239
 123.418211,   -5.054614
 123.419878,   -5.055990
 123.421545,   -5.057365
 123.423211,   -5.058741
 123.424878,   -5.060116
 123.426545,   -5.061492
 123.428211,   -5.062867
 123.429878,   -5.063820
 123.431545,   -5.064226
 123.433211,   -5.064632
 123.434878,   -5.065038
 123.436545,   -5.065444
 123.438211,   -5.065849
 123.439878,   -5.066255
 123.441545,   -5.066661
 123.443211,   -5.067067
 123.444878,   -5.067472
 123.446545,   -5.067876
 123.448211,   -5.068278
 123.449878,   -5.068680
 123.451545,   -5.069081
 123.453211,   -5.069483
 123.454878,   -5.069885
 123.456545,   -5.070286
 123.458211,   -5.070688
 123.459878,   -5.071089
 123.461545,   -5.071491
 123.463211,   -5.072059
 123.464878,   -5.072844
 123.466545,   -5.073628
 123.468211,   -5.074412
 123.469878,   -5.075196
 123.471545,   -5.075980
 123.473211,   -5.076764
 123.474878,   -5.077549
 123.476545,   -5.078333
 123.478211,   -5.079117
 123.479878,   -5.079790
 123.481545,   -5.080318
 123.483211,   -5.080846
 123.484878,   -5.081374
 123.486545,   -5.081903
 123.488211,   -5.082431
 123.489878,   -5.082959
 123.491545,   -5.083488
 123.493211,   -5.084016
 123.494878,   -5.084544
 123.496545,   -5.085039
 123.498211,   -5.085491
 123.499878,   -5.085942
 123.501545,   -5.086394
 123.503211,   -5.086845
 123.504878,   -5.087297
 123.506545,   -5.087748
 123.508211,   -5.088200
 123.509878,   -5.088652
 123.511545,   -5.089103
 123.513211,   -5.089251
 123.514878,   -5.089004
 123.516545,   -5.088757
 123.518211,   -5.088510
 123.519878,   -5.088262
 123.521545,   -5.088015
 123.523211,   -5.087768
 123.524878,   -5.087521
 123.526545,   -5.087274
 123.528211,   -5.087027
 123.529878,   -5.086514
 123.531545,   -5.085654
 123.533211,   -5.084795
 123.534878,   -5.083935
 123.536545,   -5.083076
 123.538211,   -5.082216
 123.539878,   -5.081357
 123.541545,   -5.080497
 123.543211,   -5.079638
 123.544878,   -5.078778
 123.546545,   -5.078388
 123.548211,   -5.078607
 123.549878,   -5.078826
 123.551545,   -5.079044
 123.553211,   -5.079263
 123.554878,   -5.079482
 123.556545,   -5.079700
 123.558211,   -5.079919
 123.559878,   -5.080138
 123.561545,   -5.080356
 123.563211,   -5.080253
 123.564878,   -5.079733
 123.566545,   -5.079212
 123.568211,   -5.078692
 123.569878,   -5.078171
 123.571545,   -5.077651
 123.573211,   -5.077131
 123.574878,   -5.076610
 123.576545,   -5.076090
 123.578211,   -5.075569
 123.579878,   -5.074775
 123.581545,   -5.073627
 123.583211,   -5.072478
 123.584878,   -5.071330
 123.586545,   -5.070181
 123.588211,   -5.069033
 123.589878,   -5.067884
 123.591545,   -5.066736
 123.593211,   -5.065588
 123.594878,   -5.064439
 123.596545,   -5.063255
 123.598211,   -5.062024
 123.599878,   -5.060794
 123.601545,   -5.059563
 123.603211,   -5.058332
 123.604878,   -5.057102
 123.606545,   -5.055871
 123.608211,   -5.054640
 123.609878,   -5.053410
 123.611545,   -5.052179
 123.613211,   -5.051740
 123.614878,   -5.052327
 123.616545,   -5.052914
 123.618211,   -5.053500
 123.619878,   -5.054087
 123.621545,   -5.054674
 123.623211,   -5.055261
 123.624878,   -5.055848
 123.626545,   -5.056434
 123.628211,   -5.057021
 123.629878,   -5.056879
 123.631545,   -5.055791
 123.633211,   -5.054704
 123.634878,   -5.053616
 123.636545,   -5.052529
 123.638211,   -5.051441
 123.639878,   -5.050353
 123.641545,   -5.049266
 123.643211,   -5.048178
 123.644878,   -5.047091
 123.646545,   -5.046422
 123.648211,   -5.045840
 123.649878,   -5.045257
 123.651545,   -5.044674
 123.653211,   -5.044091
 123.654878,   -5.043508
 123.656545,   -5.042926
 123.658211,   -5.042343
 123.659878,   -5.041760
 123.661545,   -5.041177
 123.663211,   -5.039447
 123.664878,   -5.037485
 123.666545,   -5.035522
 123.668211,   -5.033559
 123.669878,   -5.031596
 123.671545,   -5.029633
 123.673211,   -5.027670
 123.674878,   -5.025707
 123.676545,   -5.023744
 123.678211,   -5.021781
 123.679878,   -5.021343
 123.681545,   -5.021215
 123.683211,   -5.021087
 123.684878,   -5.020959
 123.686545,   -5.020831
 123.688211,   -5.020703
 123.689878,   -5.020575
 123.691545,   -5.020447
 123.693211,   -5.020319
 123.694878,   -5.020191
 123.696545,   -5.020335
 123.698211,   -5.020535
 123.699878,   -5.020735
 123.701545,   -5.020935
 123.703211,   -5.021135
 123.704878,   -5.021335
 123.706545,   -5.021534
 123.708211,   -5.021734
 123.709878,   -5.021934
 123.711545,   -5.022134
 123.713211,   -5.022279
 123.714878,   -5.022413
 123.716545,   -5.022547
 123.718211,   -5.022681
 123.719878,   -5.022815
 123.721545,   -5.022949
 123.723211,   -5.023083
 123.724878,   -5.023217
 123.726545,   -5.023351
 123.728211,   -5.022440
 123.729878,   -5.020189
 123.731545,   -5.017937
 123.733211,   -5.015685
 123.734878,   -5.013434
 123.736545,   -5.011182
 123.738211,   -5.008931
 123.739878,   -5.006679
 123.741545,   -5.004427
 123.743211,   -5.002754
 123.744878,   -5.001814
 123.746545,   -5.000875
 123.748211,   -4.999935
 123.749878,   -4.998996
 123.751545,   -4.998056
 123.753211,   -4.997116
 123.754878,   -4.996177
 123.756545,   -4.995237
 123.758211,   -4.994298
 123.759878,   -4.992528
 123.761545,   -4.990563
 123.763211,   -4.988599
 123.764878,   -4.986634
 123.766545,   -4.984669
 123.768211,   -4.982704
 123.769878,   -4.980740
 123.771545,   -4.978775
 123.773211,   -4.976810
 123.774878,   -4.974845
 123.776545,   -4.973513
 123.778211,   -4.972329
 123.779878,   -4.971145
 123.781545,   -4.969962
 123.783211,   -4.968778
 123.784878,   -4.967594
 123.786545,   -4.966410
 123.788211,   -4.965227
 123.789878,   -4.964043
 123.791545,   -4.962859
 123.793211,   -4.960569
 123.794878,   -4.958019
 123.796545,   -4.955469
 123.798211,   -4.952920
 123.799878,   -4.950370
 123.801545,   -4.947820
 123.803211,   -4.945270
 123.804878,   -4.942720
 123.806545,   -4.940170
 123.808211,   -4.937621
 123.809878,   -4.935291
 123.811545,   -4.933012
 123.813211,   -4.930734
 123.814878,   -4.928456
 123.816545,   -4.926178
 123.818211,   -4.923900
 123.819878,   -4.921622
 123.821545,   -4.919343
 123.823211,   -4.917065
 123.824878,   -4.914787
 123.826545,   -4.912406
 123.828211,   -4.910001
 123.829878,   -4.907596
 123.831545,   -4.905191
 123.833211,   -4.902787
 123.834878,   -4.900382
 123.836545,   -4.897977
 123.838211,   -4.895572
 123.839878,   -4.893167
 123.841545,   -4.890762
 123.843211,   -4.889127
 123.844878,   -4.887673
 123.846545,   -4.886219
 123.848211,   -4.884766
 123.849878,   -4.883312
 123.851545,   -4.881858
 123.853211,   -4.880404
 123.854878,   -4.878950
 123.856545,   -4.877496
 123.858211,   -4.876042
 123.859878,   -4.875462
 123.861545,   -4.875088
 123.863211,   -4.874714
 123.864878,   -4.874339
 123.866545,   -4.873965
 123.868211,   -4.873591
 123.869878,   -4.873216
 123.871545,   -4.872842
 123.873211,   -4.872468
 123.874878,   -4.872093
 123.876545,   -4.870499
 123.878211,   -4.868619
 123.879878,   -4.866738
 123.881545,   -4.864857
 123.883211,   -4.862976
 123.884878,   -4.861095
 123.886545,   -4.859215
 123.888211,   -4.857334
 123.889878,   -4.855453
 123.891545,   -4.853353
 123.893211,   -4.850813
 123.894878,   -4.848272
 123.896545,   -4.845731
