Time, Emission CO
  10.200000,    0.000000
  10.300000,    0.000000
  10.400000,    0.000000
  10.500000,    0.000000
  10.600000,    0.000000
  10.700000,    0.000000
  10.800000,    0.000000
  10.900000,    0.000000
  11.000000,    0.000000
  11.100000,    0.000000
  11.200000,    0.000000
  11.300000,    0.000000
  11.400000,    0.000000
  11.500000,    0.000000
  11.600000,    0.000000
  11.700000,    0.000000
  11.800000,    0.000000
  11.900000,    0.000000
  12.000000,    0.000000
  12.100000,    0.000000
  12.200000,    0.000000
  12.300000,    0.000000
  12.400000,    0.000000
  12.500000,    0.000000
  12.600000,    0.000000
  12.700000,    0.000000
  12.800000,    0.000000
  12.900000,    0.000000
  13.000000,    0.000000
  13.100000,    0.000000
  13.200000,    0.000000
  13.300000,    0.000000
  13.400000,    0.000000
  13.500000,    0.000000
  13.600000,    0.000000
  13.700000,    0.000000
  13.800000,    0.000000
  13.900000,    0.000000
  14.000000,    0.000000
  14.100000,    0.000000
  14.200000,    0.000000
  14.300000,    0.000000
  14.400000,    0.000000
  14.500000,    0.000000
  14.600000,    0.000000
  14.700000,    0.000000
  14.800000,    0.000000
  14.900000,    0.000000
  15.000000,    0.000000
  15.100000,    0.000000
  15.200000,    0.000000
  15.300000,    0.000000
  15.400000,    0.000000
  15.500000,    0.000000
  15.600000,    0.000000
  15.700000,    0.000000
  15.800000,    0.000000
  15.900000,    0.000000
  16.000000,    0.000000
  16.100000,    0.000000
  16.200000,    0.000000
  16.300000,    0.000000
  16.400000,    0.000000
  16.500000,    0.000000
  16.600000,    0.000000
  16.700000,    0.000000
  16.800000,    0.000000
  16.900000,    0.000000
  17.000000,    0.000000
  17.100000,    0.000000
  17.200000,    0.000000
  17.300000,    0.000000
  17.400000,    0.000000
  17.500000,    0.000000
  17.600000,    0.000000
  17.700000,    0.000000
  17.800000,    0.000000
  17.900000,    0.000000
  18.000000,    0.000000
  18.100000,    0.000000
  18.200000,    0.000000
  18.300000,    0.000000
  18.400000,    0.000000
  18.500000,    0.000000
  18.600000,    0.000000
  18.700000,    0.000000
  18.800000,    0.000000
  18.900000,    0.000000
  19.000000,    0.000000
  19.100000,    0.000000
  19.200000,    0.000000
  19.300000,    0.000000
  19.400000,    0.000000
  19.500000,    0.000000
  19.600000,    0.000000
  19.700000,    0.000000
  19.800000,    0.000000
  19.900000,    0.000000
  20.000000,    0.000000
  20.100000,    0.000000
  20.200000,    0.000000
  20.300000,    0.000000
  20.400000,    0.000000
  20.500000,    0.000000
  20.600000,    0.000000
  20.700000,    0.000000
  20.800000,    0.000000
  20.900000,    0.000000
  21.000000,    0.000000
  21.100000,    0.000000
  21.200000,    0.000000
  21.300000,    0.000000
  21.400000,    0.000000
  21.500000,    0.000000
  21.600000,    0.000000
  21.700000,    0.000000
  21.800000,    0.000000
  21.900000,    0.000000
  22.000000,    0.000000
  22.100000,    0.000000
  22.200000,    0.000000
  22.300000,    0.000000
  22.400000,    0.000000
  22.500000,    0.000000
  22.600000,    0.000000
  22.700000,    0.000000
  22.800000,    0.000000
  22.900000,    0.000000
  23.000000,    0.000000
  23.100000,    0.000000
  23.200000,    0.000000
  23.300000,    0.000000
  23.400000,    0.000000
  23.500000,    0.000000
  23.600000,    0.000000
  23.700000,    0.000000
  23.800000,    0.000000
  23.900000,    0.000000
  24.000000,    0.000000
  24.100000,    0.000000
  24.200000,    0.000000
  24.300000,    0.000000
  24.400000,    0.000000
  24.500000,    0.000000
  24.600000,    0.000000
  24.700000,    0.000000
  24.800000,    0.000000
  24.852132,    0.000000
  24.952132,    0.000000
  25.052132,    0.000000
  25.152132,    0.000000
  25.252132,    0.000000
  25.352132,    0.000000
  25.452132,    0.000000
  25.552132,    0.000000
  25.652132,    0.000000
  25.752132,    0.000000
  25.852132,    0.000000
  25.952132,    0.000000
  26.052132,    0.000000
  26.152132,    0.000000
  26.252132,    0.000000
  26.352132,    0.000000
  26.452132,    0.000000
  26.552132,    0.000000
  26.652132,    0.000000
  26.752132,    0.000000
  26.852132,    0.000000
  26.952132,    0.000000
  27.052132,    0.000000
  27.152132,    0.000000
  27.252132,    0.000000
  27.352132,    0.000000
  27.452132,    0.000000
  27.552132,    0.000000
  27.652132,    0.000000
  27.752132,    0.000000
  27.852132,    0.000000
  27.952132,    0.000000
  28.052132,    0.000000
  28.152132,    0.000000
  28.252132,    0.000000
  28.352132,    0.000000
  28.452132,    0.000000
  28.552132,    0.000000
  28.652132,    0.000000
  28.752132,    0.000000
  28.852132,    0.000000
  28.952132,    0.000000
  29.052132,    0.000000
  29.111100,    0.000000
  29.211100,    0.000000
  29.311100,    0.000000
  29.411100,    0.000000
  29.511100,    0.000000
  29.611100,    0.000000
  29.711100,    0.000000
  29.811100,    0.000000
  29.911100,    0.000000
  30.011100,    0.000000
  30.111100,    0.000000
  30.211100,    0.000000
  30.311100,    0.000000
  30.411100,    0.000000
  30.511100,    0.000000
  30.611100,    0.000000
  30.711100,    0.000000
  30.811100,    0.000000
  30.911100,    0.000000
  31.011100,    0.000000
  31.111100,    0.000000
  31.211100,    0.000000
  31.311100,    0.000000
  31.411100,    0.000000
  31.511100,    0.000000
  31.611100,    0.000000
  31.711100,    0.000000
  31.811100,    0.000000
  31.911100,    0.000000
